timeInMsSinceStart;x;y;button;dx;dy;pace;Action;user
19550.491;-1773;408;0;0;0;-306.20183563400866;1;1
19554.497;-1772;407;0;0;0;-305.14313838077265;1;1
19558.489;-1771;407;0;0;0;-304.41629731477957;1;1
19562.502;-1770;406;0;0;0;-303.36201691562314;1;1
19566.491;-1770;405;0;0;0;-302.6396979616596;1;1
19570.499;-1769;404;0;0;0;-301.5909903934783;1;1
19602.513;-1769;404;0;0;0;-298.472171346284;1;1
19610.352;-1769;403;0;0;0;-297.3960926084344;1;1
19650.569;-1769;403;0;0;0;-293.5916855343591;1;1
19666.571;-1770;403;0;0;0;-292.4213500498762;1;1
19670.562;-1770;403;0;0;0;-292.05247462320017;1;1
19673.996;-1772;403;0;0;0;-292.36728782612295;1;1
19678.565;-1772;403;0;0;0;-291.94613310095343;1;1
19682.566;-1773;403;0;0;0;-291.89320927924416;1;1
19686.562;-1774;403;0;0;0;-291.84087753532833;1;1
19690.559;-1776;403;0;0;0;-292.10267440414196;1;1
19694.563;-1777;403;0;0;0;-292.04947838896595;1;1
